CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgQuantity,StdQuantity,AvgUnitPrice,StdUnitPrice,AvgRevenue,StdRevenue,UniqueProducts,CustomerLifespan,Country,IsLoyal,avg_trends_online_shopping,std_trends_online_shopping,max_trends_online_shopping,avg_trends_retail_therapy,std_trends_retail_therapy,max_trends_retail_therapy,avg_trends_gift_shopping,std_trends_gift_shopping,max_trends_gift_shopping
12346.0,326,1,77183.6,74215,74215.0,,1.04,,77183.6,,1,0,United Kingdom,0,55.4,9.845011196966901,55.4,39.4,7.4806219039438036,39.4,17.0,16.23986603603662,17.0
12347.0,2,7,4310.0,2458,13.505494505494504,18.85617188780375,2.644010989010989,2.255381008076303,23.68131868131868,23.289902310501176,103,365,Iceland,1,52.83571428571429,13.27920411413131,77.5,37.80714285714286,8.391584503309877,49.0,54.978571428571435,20.335495591511435,81.75
12348.0,75,4,1797.24,2341,75.51612903225806,51.09198956636413,5.764838709677419,13.400323347085758,57.97548387096774,48.51485730087981,22,282,Finland,1,47.225,10.539331098319288,56.5,43.2875,7.087356700491376,53.5,39.5,16.907838418910917,53.25
12349.0,19,1,1757.55,631,8.643835616438356,6.982855717584514,8.289041095890411,35.02802117053271,24.076027397260276,34.6559127045895,73,0,Italy,0,53.75,9.845011196966901,53.75,44.0,7.4806219039438036,44.0,73.5,16.23986603603662,73.5
12350.0,310,1,334.40000000000003,197,11.588235294117649,4.345382945285314,3.841176470588235,9.334750855240422,19.67058823529412,7.275538185065965,17,0,Norway,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12352.0,36,8,2506.04,536,6.305882352941176,4.442820665093841,15.93070588235294,53.70632399998194,29.482823529411764,51.68790029756352,59,260,Norway,1,51.9375,6.878029635489125,58.5,49.75,4.173328008516305,53.5,49.4375,20.851034147015348,73.5
12353.0,204,1,89.0,20,5.0,2.581988897471611,6.074999999999999,4.516174634946409,22.25,12.215427404174878,4,0,Bahrain,0,72.6,9.845011196966901,72.6,45.4,7.4806219039438036,45.4,70.4,16.23986603603662,70.4
12354.0,232,1,1079.4,530,9.137931034482758,8.832651299446644,4.5037931034482765,4.342805636745455,18.610344827586207,8.679742086377074,58,0,Spain,0,34.75,9.845011196966901,34.75,37.75,7.4806219039438036,37.75,51.75,16.23986603603662,51.75
12355.0,214,1,459.4,240,18.46153846153846,27.97801334564752,4.203846153846154,3.4644901944863844,35.338461538461544,29.70352219466962,13,0,Bahrain,0,72.6,9.845011196966901,72.6,45.4,7.4806219039438036,45.4,70.4,16.23986603603662,70.4
12356.0,23,3,2811.43,1591,26.966101694915253,24.62404635065356,3.201186440677966,3.9638535259246632,47.65135593220339,48.5722968956169,53,302,Portugal,1,47.96666666666667,11.475662653343088,55.4,40.38333333333333,3.2389555929856972,44.0,47.416666666666664,28.49817245602485,73.5
12357.0,33,1,6207.67,2708,20.67175572519084,16.324800740021583,3.3486259541984733,3.548572359383803,47.38679389312977,39.56476161876249,131,0,Switzerland,0,53.75,9.845011196966901,53.75,44.0,7.4806219039438036,44.0,73.5,16.23986603603662,73.5
12358.0,2,2,1168.06,248,13.052631578947368,9.413192186208828,8.27421052631579,11.483583120548642,61.47684210526315,52.27752321904825,13,149,Austria,0,49.6,9.333809511662428,56.2,48.9,0.14142135623731153,49.0,64.8,10.182337649086286,72.0
12359.0,58,4,6372.58,1622,6.540322580645161,4.999431860107758,8.620403225806452,20.613950364603127,25.695887096774197,31.33620817089572,214,274,Cyprus,1,60.900000000000006,11.361631338265937,77.5,37.35,11.629989968468017,49.5,46.4625,19.950078320648267,59.75
12360.0,52,3,2662.06,1165,9.031007751937985,4.868486007759694,3.54968992248062,6.400394389457637,20.63612403100775,21.39461772670865,105,148,Austria,1,58.43333333333334,12.298102834719396,72.6,39.96666666666667,5.020292156173119,45.4,69.91666666666667,12.082252825252969,81.75
12361.0,287,1,189.9,91,9.1,3.665151201974256,3.335,4.129571540863665,18.99,3.280396317520186,10,0,Belgium,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12362.0,3,10,5226.2300000000005,2229,8.3796992481203,5.839569115643449,3.94093984962406,4.117093894024928,19.64748120300752,9.664671282056696,201,292,Belgium,1,48.89375,8.12119966067646,58.5,44.63125,6.564674809702523,53.5,61.24375,14.355597153823215,81.75
12363.0,110,2,552.0,408,17.73913043478261,9.250146884850228,2.3117391304347827,2.4585576928056323,24.0,15.75123891231186,23,132,Unspecified,0,42.625,11.136931803688123,50.5,36.625,1.590990257669732,37.75,66.75,21.213203435596427,81.75
12364.0,8,4,1313.1,1506,17.71764705882353,19.43586018329073,1.910235294117647,3.29279551823826,15.448235294117646,8.910810071730502,70,104,Belgium,1,46.9875,5.094175595717133,52.2,44.25,8.411301920630361,53.5,61.8375,19.877264021992563,81.75
12365.0,291,2,641.38,174,7.909090909090909,3.926819759030636,17.150454545454547,67.84281008873329,29.15363636363636,65.1966351414414,22,0,Cyprus,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12367.0,4,1,168.9,173,15.727272727272728,16.67987355522163,3.2,5.084431138288728,15.354545454545455,5.648958069655612,11,0,Denmark,0,43.0,9.845011196966901,43.0,49.0,7.4806219039438036,49.0,72.0,16.23986603603662,72.0
12370.0,51,4,3545.69,2353,14.089820359281438,32.59755078893833,2.800299401197605,3.3821472157990096,21.231676646706585,21.116236420001904,143,309,Cyprus,1,53.98333333333333,2.2418370443306816,56.5,44.5,6.726812023536855,52.0,46.449999999999996,15.696576059765391,57.6
12371.0,45,2,1887.96,591,9.38095238095238,5.971514562915777,3.8742857142857146,5.051917462318931,29.96761904761905,44.27785788719167,63,14,Switzerland,0,52.2,9.845011196966901,52.2,39.0,7.4806219039438036,39.0,57.6,16.23986603603662,57.6
12372.0,72,3,1298.04,794,15.26923076923077,9.838131865977813,3.001346153846154,3.880862057481637,24.962307692307693,16.38258168926466,34,224,Denmark,1,57.78333333333333,15.187686898712826,72.6,49.46666666666667,4.0501028793517495,53.5,55.38333333333333,17.610815805445622,70.4
12373.0,311,1,364.6,197,14.071428571428571,7.7901741435486,4.582142857142857,10.219544005009698,26.042857142857144,10.260282968486132,14,0,Austria,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12374.0,25,1,742.9300000000001,342,10.363636363636363,6.527912098338669,4.21969696969697,7.309977549917853,22.513030303030305,19.77401063973373,33,0,Austria,0,53.75,9.845011196966901,53.75,44.0,7.4806219039438036,44.0,73.5,16.23986603603662,73.5
12375.0,11,2,457.5,178,10.470588235294118,7.220782913393322,6.912941176470589,12.565686792166336,26.91176470588235,14.672205115154863,14,87,Finland,0,48.0,8.131727983645296,53.75,48.75,6.7175144212722016,53.5,54.75,26.516504294495533,73.5
12377.0,315,2,1628.12,944,12.25974025974026,6.885152976557214,2.718831168831169,4.650517224778668,21.144415584415587,15.531661592534688,72,39,Switzerland,0,55.95,0.7778174593052057,56.5,40.95,2.192031021678301,42.5,35.125,25.63262081801235,53.25
12378.0,130,1,4008.62,2529,11.547945205479452,20.26841065621806,2.9974429223744297,2.996434707163832,18.30420091324201,8.958342412809236,219,0,Switzerland,0,50.5,9.845011196966901,50.5,35.5,7.4806219039438036,35.5,81.75,16.23986603603662,81.75
12379.0,82,2,852.24,407,10.175,7.167903888435319,2.86625,3.0531376777812,21.306,12.20102996913344,39,88,Belgium,0,59.875,24.9255140368258,77.5,37.5,22.627416997969522,53.5,43.75,10.960155108391486,51.5
12380.0,22,4,2724.81,1127,10.836538461538462,9.036184624143818,3.378653846153846,3.907290933897933,26.200096153846157,27.08885288224848,77,164,Belgium,1,56.425,14.945372751011153,77.5,39.5,13.42261772780059,53.5,54.65,15.510963864312238,73.5
12381.0,5,5,1845.31,808,9.28735632183908,7.115178740628606,4.683218390804598,7.387123853289851,21.21045977011494,25.892950235134972,70,115,Norway,1,49.8625,4.763642688811437,53.75,41.875,5.893145736079048,49.0,71.2125,10.036464766041874,81.75
12383.0,185,5,1850.56,1532,15.474747474747474,18.710110458090504,3.086969696969697,4.1245092359998266,18.69252525252525,12.680055152091024,84,167,Belgium,0,55.48,15.170967338966886,77.5,38.63,11.051447868944596,52.0,40.4,16.630732094529094,53.25
12384.0,29,2,585.27,126,4.666666666666667,3.3512339862756866,7.87925925925926,9.82055455348076,21.676666666666662,17.295302608156128,26,92,Switzerland,0,52.125,2.2980970388562794,53.75,39.75,6.010407640085654,44.0,77.625,5.833630944789017,81.75
12386.0,338,2,401.9,354,35.4,38.73614447630131,2.391,2.1980620252091767,40.19,22.82106483054636,10,29,Australia,0,55.95,0.7778174593052057,56.5,40.95,2.192031021678301,42.5,35.125,25.63262081801235,53.25
12388.0,16,6,2780.6600000000003,1462,14.62,14.77356361268945,2.7777,1.8882758182152743,27.806600000000003,16.84279813241532,57,311,Australia,1,53.225,5.694449051488654,58.5,47.86666666666667,5.272444088529215,53.5,45.39166666666667,21.563404570398124,73.5
12390.0,80,1,549.84,353,11.03125,9.454421648608518,3.996875,4.704499176320471,17.1825,7.172142344268664,32,0,Belgium,0,42.25,9.845011196966901,42.25,53.5,7.4806219039438036,53.5,36.0,16.23986603603662,36.0
12391.0,22,1,460.89,300,3.0,5.128647999524855,2.4599,2.151341838730123,4.6089,5.523439108549907,92,0,Cyprus,0,53.75,9.845011196966901,53.75,44.0,7.4806219039438036,44.0,73.5,16.23986603603662,73.5
12393.0,72,4,1582.6,816,12.75,8.427091610744066,2.2796875,1.0943113638773525,24.728125,18.045403220237358,47,260,Australia,1,44.13333333333333,10.453029863792285,55.4,43.550000000000004,8.656356046281829,53.5,34.916666666666664,17.40031129989729,51.75
12394.0,64,2,1272.48,819,30.33333333333333,65.8629112393544,3.3707407407407404,4.237259569694623,47.12888888888889,64.92458923381407,26,153,Belgium,0,62.4,14.424978336205562,72.6,42.2,4.525483399593906,45.4,64.0,9.05096679918781,70.4
12395.0,19,12,3018.63,2118,13.576923076923077,20.55395369282873,3.9688461538461537,5.288353114160364,19.350192307692307,12.640153861413182,91,351,Belgium,1,59.35,10.084252221019803,77.5,41.175,9.547737203876409,52.0,59.53125,16.377683804058325,81.75
12397.0,36,2,2409.9,1263,10.023809523809524,7.13466387235086,3.4682539682539684,3.907965829812759,19.12619047619048,15.703009487720134,110,99,Belgium,0,54.975,1.7324116139070433,56.2,46.4,3.3941125496954263,48.8,65.55,11.242997820866107,73.5
12398.0,46,1,1635.66,1394,16.4,8.449006704087427,1.992705882352941,4.418517955646412,19.24305882352941,22.43008874276701,85,0,Switzerland,0,52.2,9.845011196966901,52.2,39.0,7.4806219039438036,39.0,57.6,16.23986603603662,57.6
12399.0,119,4,1108.65,1178,19.966101694915253,17.355279532310977,2.1145762711864404,3.59063164265291,18.790677966101697,10.49116802024393,47,142,Belgium,1,63.4625,13.575306933301114,77.5,38.6,13.264237633576988,52.0,58.0375,23.31177724527526,81.75
12401.0,303,1,84.3,11,2.2,1.3038404810405295,9.68,4.701542300139392,16.86,5.419340365764086,5,0,Belgium,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12402.0,323,1,225.6,94,8.545454545454545,3.110100846070312,3.290909090909091,3.9065853492415967,20.50909090909091,7.234010581337928,11,0,Belgium,0,55.4,9.845011196966901,55.4,39.4,7.4806219039438036,39.4,17.0,16.23986603603662,17.0
12403.0,50,1,427.7,96,19.2,17.23948955160796,7.080000000000001,6.1142865487315845,85.53999999999999,64.97959679776415,5,0,Denmark,0,52.2,9.845011196966901,52.2,39.0,7.4806219039438036,39.0,57.6,16.23986603603662,57.6
12405.0,149,1,1710.39,857,15.87037037037037,13.692094257024982,3.54425925925926,5.52973560453343,31.67388888888889,42.769103308331616,54,0,Finland,0,56.2,9.845011196966901,56.2,48.8,7.4806219039438036,48.8,57.6,16.23986603603662,57.6
12406.0,22,2,3415.3,1818,17.314285714285713,11.571113141813942,2.487047619047619,2.5465481628643007,32.52666666666667,23.678103145939364,92,161,Denmark,0,65.625,16.793786053180504,77.5,32.75,15.90990257669732,44.0,62.5,15.556349186104045,73.5
12407.0,50,5,1708.12,1416,18.38961038961039,32.064965240879935,3.2674025974025973,4.190483392100111,22.18337662337662,16.695276404955607,57,214,Belgium,1,49.1,9.715365836309683,56.2,44.3875,7.0828872408550065,52.0,48.8625,13.852278693413584,57.6
12408.0,33,5,2888.55,1409,13.41904761904762,11.482244614705843,3.0228571428571427,3.507851280256277,27.51,24.172746971617563,81,227,Belgium,1,56.6875,14.85537921652176,77.5,42.75,14.767644813352376,53.5,47.375,19.876179210300958,73.5
12409.0,79,3,11072.67,5551,50.92660550458716,35.73143299829228,3.574495412844037,3.5360310681973006,101.58412844036695,61.50616794139595,91,103,Switzerland,1,59.875,24.9255140368258,77.5,37.5,22.627416997969522,53.5,43.75,10.960155108391486,51.5
12410.0,309,2,693.33,211,8.115384615384615,7.067259288164957,6.335384615384616,7.7426399791126705,26.66653846153846,28.210280245656215,26,0,Switzerland,0,58.5,9.845011196966901,58.5,49.5,7.4806219039438036,49.5,59.75,16.23986603603662,59.75
12412.0,75,3,1226.88,829,13.59016393442623,9.468151965370236,2.7137704918032783,3.6180087359091258,20.112786885245903,12.510621638051878,43,94,Denmark,1,58.65,17.75225337809259,77.5,41.266666666666666,17.27898530971461,53.5,48.36666666666667,11.135678395739225,57.6
12413.0,67,3,758.1,286,7.526315789473684,4.554396996934929,4.798421052631579,5.880625783171972,19.95,10.267213627643857,29,270,France,1,47.449999999999996,11.114292600071316,55.4,38.71666666666667,0.8607167555783577,39.4,42.11666666666667,21.947456192764875,57.6
12414.0,217,3,562.4100000000001,300,16.666666666666668,14.792684996705797,8.57,14.565386850943815,31.245000000000005,18.572886072412757,16,93,Austria,0,55.28333333333333,19.128926612158175,72.6,44.21666666666667,5.96370969559496,49.5,60.63333333333333,9.356325845829302,70.4
12415.0,24,21,124914.53,77374,108.36694677871148,110.48858635083728,2.937086834733893,13.231693132117266,174.95032212885152,181.1023956131187,444,313,Australia,1,55.17272727272727,11.978613518190734,77.5,42.39545454545455,9.191856573768288,53.5,53.21363636363637,19.56020310361182,81.75
12417.0,3,9,3649.1,1552,8.083333333333334,8.691533663117402,5.337916666666666,5.252545614040316,19.005729166666665,11.076127647062124,158,354,Belgium,1,52.8875,12.295026578719892,77.5,39.58125,9.248704059797475,52.0,51.66875,21.02607118895152,81.75
12418.0,113,1,668.58,407,11.970588235294118,10.27053831204827,3.5644117647058824,3.2194345364369275,19.664117647058823,16.13403350302239,34,0,Switzerland,0,50.5,9.845011196966901,50.5,35.5,7.4806219039438036,35.5,81.75,16.23986603603662,81.75
12420.0,64,1,600.39,345,11.89655172413793,18.970550160683658,4.707241379310345,4.092508745563326,20.70310344827586,9.201862041164851,29,0,Cyprus,0,52.2,9.845011196966901,52.2,39.0,7.4806219039438036,39.0,57.6,16.23986603603662,57.6
12421.0,16,4,807.04,484,10.755555555555556,8.602736233726493,4.520222222222222,7.743129062386063,17.93422222222222,11.561200883065126,32,303,Spain,1,59.2875,12.311131480628957,77.5,35.1,9.709445572911633,44.0,55.9375,28.92834178333306,81.75
12422.0,96,3,803.5600000000001,370,9.487179487179487,4.154083563965735,3.26025641025641,6.334622693528457,20.604102564102565,17.520070403299535,39,229,Australia,1,58.38333333333333,17.813361090297736,77.5,38.13333333333333,16.037560080427863,53.5,34.833333333333336,17.279564037710365,51.5
12423.0,1,8,1859.31,1339,10.712,6.483000102003752,2.9136,4.1231729873813165,14.87448,7.838852929581782,97,352,Belgium,1,55.825,14.15445411976638,77.5,41.64375,9.975736188372263,52.0,58.6125,16.423018471471245,81.75
12424.0,163,2,1760.96,740,24.666666666666668,27.88069822176865,2.780666666666667,1.6074523285328703,58.69866666666667,62.474226064024606,30,0,Australia,0,77.5,9.845011196966901,77.5,21.5,7.4806219039438036,21.5,51.5,16.23986603603662,51.5
12425.0,78,1,777.2,496,13.77777777777778,11.954941861867622,2.5644444444444443,2.484243425436685,21.58888888888889,14.685976941632408,36,0,Portugal,0,42.25,9.845011196966901,42.25,53.5,7.4806219039438036,53.5,36.0,16.23986603603662,36.0
12426.0,195,1,582.73,258,8.6,5.223290018818566,3.936333333333333,4.266062937710336,19.424333333333333,11.490219434096032,30,0,Germany,0,72.6,9.845011196966901,72.6,45.4,7.4806219039438036,45.4,70.4,16.23986603603662,70.4
12427.0,22,3,825.8000000000001,533,17.193548387096776,50.47205124610299,4.589032258064516,5.020608432476891,26.63870967741936,17.504324559364463,26,349,Germany,1,54.15,2.1777281740382555,56.5,41.833333333333336,2.565800719723441,44.0,61.449999999999996,10.659854595631222,73.5
12428.0,26,9,7956.46,3536,12.02721088435374,8.981547696261616,4.627414965986395,16.930564000952696,27.062789115646257,43.42766763742172,258,257,Finland,1,49.69,8.593558634232968,56.2,43.61,7.028371077283838,52.0,58.620000000000005,20.68733308089759,81.75
12429.0,9,4,3750.4,1557,16.051546391752577,14.725524279023013,3.630721649484536,4.200299653849782,38.66391752577319,35.84802256740429,82,356,Denmark,1,55.625,17.498214194597114,77.5,36.4375,10.308521960009593,44.0,57.5,10.69462481810372,73.5
12430.0,43,1,256.4,117,10.636363636363637,5.835627254592728,6.225454545454546,11.685803663964547,23.30909090909091,14.033241574593845,11,0,Norway,0,52.2,9.845011196966901,52.2,39.0,7.4806219039438036,39.0,57.6,16.23986603603662,57.6
12431.0,36,15,6487.45,2906,12.36595744680851,30.72920933310029,3.785063829787234,2.863079952105366,27.60617021276596,50.33543798253851,163,338,Australia,1,56.95625,6.8127735855943,72.6,43.0125,4.900564836249565,49.5,58.85625,19.490481880358203,81.75
12432.0,43,5,5059.32,1801,16.675925925925927,15.984705718018647,10.550833333333332,67.34581983190773,46.84555555555556,75.6796474737069,107,129,Norway,1,64.85,17.889801564019645,77.5,30.25,12.374368670764582,39.0,54.55,4.313351365237943,57.6
12433.0,1,7,13375.87,11071,26.35952380952381,29.70598614989673,2.1927380952380955,2.246997652764369,31.847309523809525,27.0369316523465,219,372,Norway,1,49.54,6.503018529882874,56.5,45.6,5.694295391003174,53.5,58.470000000000006,15.344934017453443,73.5
12434.0,85,2,806.14,394,7.88,5.340029809593476,3.6726,2.991145306550312,16.122799999999998,8.336415331029793,46,175,Australia,0,47.75,7.7781745930520225,53.25,52.75,1.0606601717798212,53.5,32.25,5.303300858899107,36.0
